,from,to,sign,weight
5382,JAK2,STAT2,1,0.987
5383,JAK2,STAT3,1,0.996
5384,JAK2,STAT5A,1,0.998
5385,JAK2,STAT5B,1,0.999
5386,JAK2,STAT6,1,0.993
5387,JAK2,TEC,1,0.937
5388,JAK2,NFKBIA,1,0.962
5389,JAK2,HIST1H3J,1,0.253
5390,JAK3,FES,1,0.939
5391,JAK3,IL2RB,-1,0.978
5392,JAK3,IRS1,1,0.973
5393,JAK3,LCK,-1,0.944
5394,JAK3,PLD2,1,0.229
5395,JAK3,PTK2B,1,0.945
5396,JAK3,PTPN11,1,0.973
5397,JAK3,SHC1,1,0.968
5398,JAK3,SOCS3,1,0.989
5399,JAK3,STAM,1,0.962
5400,JAK3,STAT1,1,0.982
5401,JAK3,STAT3,1,0.99
5402,JAK3,STAT5A,1,0.998
5403,JAK3,STAT6,-1,0.996
5404,JARID2,EHMT1,1,0.495
5405,JARID2,NKX2-5,-1,0.441
5406,JAZF1,NR2C2,-1,0.543
5407,JDP2,ATF2,-1,0.949
5408,JDP2,JUN,-1,0.99
5409,JUN,ATF3,1,0.998
5410,JUN,CREB1,1,0.996
5411,JUN,DUSP1,1,0.987
5412,JUN,EGR1,1,0.993
5413,JUN,ESR1,1,0.988
5414,JUN,ETS1,1,0.987
5415,JUN,FOS,1,0.999
5416,JUN,FOSL2,1,0.997
5417,JUN,NR3C1,1,0.989
5418,JUN,PRKN,-1,0.272
5419,JUN,SMAD3,1,0.989
5420,JUN,SMAD4,1,0.974
5421,JUN,TCF4,1,0.543
5422,JUN,TCF7L2,1,0.922
5423,JUN,FOSL1,1,0.997
5424,JUNB,BCL2,-1,0.306
5425,JUNB,BCL2L1,-1,0.246
5426,JUNB,EGFR,1,0.376
5427,JUP,EGFR,1,0.775
5428,JUP,FER,1,0.397
5429,KAT2A,MYC,1,0.992
5430,KAT2A,SMAD2,1,0.429
5431,KAT2A,SMAD3,1,0.439
5432,KAT2A,HIST1H3D,1,0.777
5433,KAT2A,HIST1H3H,1,0.776
5434,KAT2A,HIST1H3J,1,0.816
5435,KAT2B,AR,1,0.979
5436,KAT2B,CDK2,-1,0.666
5437,KAT2B,CREBBP,1,0.99
5438,KAT2B,EP300,1,0.994
5439,KAT2B,HIST1H4B,1,0.927
5440,KAT2B,HIST1H4C,1,0.927
5441,KAT2B,HIST1H4F,1,0.496
5442,KAT2B,HIST1H4J,1,0.927
5443,KAT2B,HIST4H4,1,0.951
5444,KAT2B,IRF1,1,0.969
5445,KAT2B,MEF2C,1,0.928
5446,KAT2B,MYOD1,1,0.984
5447,KAT2B,NOTCH1,1,0.954
5448,KAT2B,RBPJ,1,0.96
5449,KAT2B,SMAD2,1,0.969
5450,KAT2B,SMAD3,1,0.974
5451,KAT2B,TP53,1,0.992
5452,KAT2B,TP73,1,0.943
5453,KAT2B,HIST1H3D,1,0.775
5454,KAT2B,HIST1H3H,1,0.775
5455,KAT2B,HIST1H3J,1,0.812
5456,KAT2B,IRF2,1,0.951
5457,KAT2B,KLF13,1,0.754
5458,KAT5,APP,1,0.778
5459,KAT5,AR,1,0.974
5460,KAT5,ATM,1,0.985
5461,KAT5,CREB1,-1,0.644
5462,KAT5,FOXP3,1,0.68
5463,KAT5,HIST1H4B,1,0.943
5464,KAT5,HIST1H4C,1,0.943
5465,KAT5,HIST1H4F,1,0.64
5466,KAT5,HIST1H4J,1,0.943
5467,KAT5,HIST4H4,1,0.962
5468,KAT5,MYC,1,0.976
5469,KAT5,MYOD1,1,0.507
5470,KAT5,PRKDC,1,0.968
5471,KAT5,SRSF2,-1,0.639
5472,KAT5,STAT3,-1,0.71
5473,KAT5,TP53,1,0.982
5474,KAT5,ULK1,1,0.593
5475,KAT5,HIST1H3D,1,0.604
5476,KAT5,HIST1H3H,1,0.603
5477,KAT5,HIST1H3J,1,0.639
5478,KAT5,H2AFZ,1,0.987
5479,KAT6A,RUNX1,1,0.787
5480,KAT6A,RUNX2,1,0.161
5481,KAT6A,TP53,1,0.97
5482,KAT6A,HIST1H3D,1,0.583
5483,KAT6A,HIST1H3H,1,0.583
5484,KAT6A,HIST1H3J,1,0.583
5485,KAT6B,RUNX2,1,0.415
5486,KAT7,AR,1,0.738
5487,KAT7,HIST1H4B,1,0.79
5488,KAT7,HIST1H4C,1,0.79
5489,KAT7,HIST1H4F,1,0.64
5490,KAT7,HIST1H4J,1,0.79
5491,KAT7,HIST4H4,1,0.79
5492,KAT7,HIST1H3D,1,0.586
5493,KAT7,HIST1H3H,1,0.585
5494,KAT7,HIST1H3J,1,0.59
5495,KAT8,HIST1H4B,1,0.765
5496,KAT8,HIST1H4C,1,0.765
5497,KAT8,HIST1H4F,1,0.64
5498,KAT8,HIST1H4J,1,0.765
5499,KAT8,HIST4H4,1,0.765
5500,KAT8,TP53,1,0.971
5501,KCNA2,ETV1,1,0.329
5502,KCNE1,KCNQ4,1,0.646
5503,KCNIP3,KCND2,-1,0.99
5504,KCNIP3,KCND1,-1,0.967
5505,KCNQ4,SLC26A5,1,0.378
5506,KDM1A,ACTB,-1,0.437
5507,KDM1A,AR,1,0.98
5508,KDM1A,KLK3,1,0.912
5509,KDM1A,TP53,-1,0.782
5510,KDM1A,SCN2A,-1,0.153
5511,KDM2A,RELA,-1,0.393
5512,KDM2B,RNF2,1,0.812
5513,KDM3A,AR,1,0.732
5514,KDM4A,AR,1,0.563
5515,KDM4A,HIST1H1E,1,0.161
5516,KDM5A,HIST1H3D,-1,0.476
5517,KDM5A,HIST1H3H,-1,0.476
5518,KDM5A,HIST1H3J,-1,0.476
5519,KDM5B,CBX4,1,0.446
5520,KDM5B,FOXG1,1,0.667
5521,KDM5B,HIST1H3D,-1,0.476
5522,KDM5B,HIST1H3H,-1,0.476
5523,KDM5B,HIST1H3J,-1,0.48
5524,KDM5B,PAX9,1,0.697
5525,KDM5C,HIST1H3D,-1,0.476
5526,KDM5C,HIST1H3H,-1,0.476
5527,KDM5C,HIST1H3J,-1,0.476
5528,KDM5D,HIST1H3D,-1,0.476
5529,KDM5D,HIST1H3H,-1,0.476
5530,KDM5D,HIST1H3J,-1,0.479
5531,KDM6A,RB1,1,0.207
5532,KDM6A,HIST1H3D,1,0.599
5533,KDM6A,HIST1H3H,1,0.603
5534,KDM6A,HIST1H3J,1,0.703
5535,KDM6B,HIST1H3D,1,0.584
5536,KDM6B,HIST1H3H,1,0.592
5537,KDM6B,HIST1H3J,1,0.633
5538,KDR,FLT1,1,0.963
5539,KDR,GRB10,1,0.43
5540,KDR,GRB2,1,0.964
5541,KDR,NRP1,1,0.994
5542,KDR,PLCG1,1,0.958
5543,KDR,PTPN11,1,0.978
5544,KDR,PTPRJ,1,0.978
5545,KDR,SHC1,1,0.98
5546,KDR,SHC2,1,0.977
5547,KDR,SRC,1,0.953
5548,KDR,ANXA5,1,0.661
5549,KDR,SH2D2A,1,0.949
5550,KEAP1,IKBKB,-1,0.532
5551,KEAP1,NFE2L2,-1,0.996
5552,KEAP1,GABPA,-1,0.422
5553,KEAP1,GSTA1,-1,0.425
5554,KHDRBS1,CREBBP,-1,0.461
5555,KHDRBS1,PTK6,-1,0.982
5556,KHSRP,DVL3,-1,0.573
5557,KIF20A,AURKB,1,0.997
5558,KIF20A,PLK1,-1,0.995
5559,KIF2A,PLK1,-1,0.965
5560,KIF3A,PKD2,1,0.567
5561,KIF4A,PRC1,1,0.984
5562,KIF7,GLI1,1,0.952
5563,KIF7,GLI2,1,0.951
5564,KIF7,GLI3,1,0.975
5565,KIR2DL3,PTPN11,1,0.903
5566,KIR2DL3,PTPN6,1,0.889
5567,KIR3DL1,PTPN11,1,0.849
5568,KIR3DL1,PTPN6,1,0.851
5569,KIT,DOK1,1,0.95
5570,KIT,GRB10,1,0.941
5571,KIT,GRB2,1,0.97
5572,KIT,GRB7,1,0.946
5573,KIT,JAK2,1,0.956
5574,KIT,LYN,1,0.948
5575,KIT,PIK3CG,1,0.976
5576,KIT,PIK3R2,1,0.585
5577,KIT,PIK3R3,1,0.962
5578,KIT,PTPRO,1,0.946
5579,KIT,SHC2,1,0.849
5580,KIT,SHC3,1,0.835
5581,KIT,SOCS1,1,0.965
5582,KIT,STAT1,1,0.978
5583,KIT,STAT5A,1,0.974
5584,KIT,STAT5B,1,0.974
5585,KIT,TEC,1,0.943
5586,KIT,SH2B3,1,0.951
5587,KIT,SPRED1,1,0.556
5588,KIT,SPRED2,1,0.624
5589,KIT,STAP1,1,0.935
5590,KITLG,KIT,1,0.999
5591,KL,IGF1R,-1,0.903
5592,KL,TRPV6,1,0.511
5593,KLF1,FLI1,-1,0.4
5594,KLF2,CXCR4,-1,0.2
5595,KLF2,NFE2L2,1,0.169
5596,KLF5,ESR1,-1,0.556
5597,KLF6,DAPK2,1,0.213
5598,KLK2,SERPINE1,-1,0.549
5599,KLK3,AR,-1,0.997
5600,KLK3,IGFBP3,1,0.97
5601,KLK3,PLG,1,0.414
5602,KLK3,PTHLH,1,0.555
5603,KLK3,SEMG1,1,0.605
5604,KLK6,SNCA,-1,0.954
5605,KLRC1,PTPN11,1,0.913
5606,KLRC1,PTPN6,1,0.895
5607,KMT2A,CDKN1B,1,0.496
5608,KMT2A,CDKN2C,1,0.308
5609,KMT2A,KAT8,1,0.934
5610,KMT2A,MEN1,1,0.791
5611,KMT2A,HIST1H3D,1,0.464
5612,KMT2A,HIST1H3H,1,0.461
5613,KMT2A,HIST1H3J,1,0.658
5614,KMT2A,HOXA7,1,0.67
5615,KMT2A,HOXA9,1,0.837
5616,KMT2A,HOXC8,1,0.404
5617,KMT2D,ESR1,1,0.488
5618,KMT2E,HIST1H3D,1,0.36
5619,KMT2E,HIST1H3H,1,0.36
5620,KMT2E,HIST1H3J,1,0.377
5621,KMT5C,HIST1H4B,1,0.398
5622,KMT5C,HIST1H4C,1,0.397
5623,KMT5C,HIST1H4J,1,0.398
5624,KMT5C,HIST4H4,1,0.398
5625,KNG1,CTSG,-1,0.605
5626,KNL1,BUB1,1,0.998
5627,KNL1,BUB1B,1,0.977
5628,KNSTRN,KIF2B,-1,0.387
5629,KPNA2,CHEK2,1,0.736
5630,KPNA2,IRF1,1,0.421
5631,KPNA3,NOTCH1,1,0.221
5632,KPNB1,SMAD3,1,0.937
5633,KRAS,ARAF,1,0.992
5634,KRAS,BRAF,1,0.993
5635,KRAS,MAP3K1,1,0.384
5636,KRAS,PIK3CA,1,0.987
5637,KRAS,PIK3CG,1,0.964
5638,KRAS,RAF1,1,0.999
5639,KRAS,RALGDS,1,0.98
5640,KRAS,RASSF1,1,0.568
5641,KRAS,RIN1,1,0.246
5642,KRAS,TCF3,1,0.274
5643,KRAS,PIK3CB,1,0.964
5644,KRAS,PIK3CD,1,0.961
5645,KRIT1,RAP1A,-1,0.973
5646,KRT1,KNG1,1,0.535
5647,KRT1,MPO,1,0.459
5648,KRT14,TNFRSF1A,-1,0.188
5649,KRT14,TRADD,-1,0.421
5650,KRT18,TRADD,-1,0.417
5651,KSR2,MAP3K8,-1,0.465
5652,KSR2,RAF1,1,0.956
5653,KTN1,KIF5B,1,0.955
5654,LAMA1,ITGA1,1,0.935
5655,LAMA1,DAG1,1,0.959
5656,LAMA2,DAG1,1,0.988
5657,LAMA2,RPSA,1,0.936
5658,LAMA5,SV2A,1,0.364
5659,LAMA5,DAG1,1,0.959
5660,LAMTOR3,MAP2K1,1,0.979
5661,LAMTOR3,MAPK1,1,0.957
5662,LAMTOR3,MAPK3,1,0.944
5663,LAT,GRB2,1,0.994
5664,LAT,MAPK8,1,0.588
5665,LAT,PIK3CA,1,0.862
5666,LAT,PLCG1,1,0.993
5667,LAT,VAV1,1,0.931
5668,LAT2,PLCG1,1,0.616
5669,LATS1,PPP2R1A,1,0.306
5670,LATS1,WWTR1,-1,0.976
5671,LATS1,ZYX,1,0.761
5672,LATS2,SNAI1,1,0.727
5673,LATS2,TP53,1,0.364
5674,LATS2,WWTR1,-1,0.971
5675,LATS2,YAP1,-1,0.995
5676,LATS2,YWHAG,1,0.397
5677,LCK,BCAR1,1,0.958
5678,LCK,CBL,1,0.978
5679,LCK,CD247,1,0.992
5680,LCK,CD28,1,0.976
5681,LCK,CD3E,1,0.972
5682,LCK,CD79A,1,0.578
5683,LCK,CD79B,1,0.547
5684,LCK,CTTN,1,0.375
5685,LCK,DEF6,1,0.633
5686,LCK,DOK1,1,0.955
5687,LCK,ESR1,1,0.519
5688,LCK,FGR,1,0.903
5689,LCK,FOXP3,-1,0.743
5690,LCK,GAB1,1,0.259
5691,LCK,HNRNPK,1,0.229
5692,LCK,IL2RB,1,0.96
5693,LCK,ITK,1,0.964
5694,LCK,JAK3,-1,0.944
5695,LCK,KIT,1,0.946
5696,LCK,LAT,1,0.99
5697,LCK,LCP2,1,0.982
5698,LCK,MAPK1,1,0.968
5699,LCK,MAPK14,1,0.94
5700,LCK,MAPK3,1,0.962
5701,LCK,MAPK8,1,0.935
5702,LCK,MAPK9,1,0.931
5703,LCK,NOTCH1,1,0.823
5704,LCK,PAG1,-1,0.964
5705,LCK,PIK3CG,1,0.77
5706,LCK,PLCG1,1,0.971
5707,LCK,PLCG2,1,0.942
5708,LCK,PRKCQ,1,0.948
5709,LCK,PTEN,1,0.505
5710,LCK,PTK2,1,0.481
5711,LCK,PTPN6,1,0.959
5712,LCK,PXN,1,0.977
5713,LCK,RAF1,1,0.524
5714,LCK,RASA1,1,0.971
5715,LCK,SHC1,1,0.984
5716,LCK,SOCS3,1,0.947
5717,LCK,SOS1,1,0.956
5718,LCK,STAT1,1,0.963
5719,LCK,STAT2,1,0.317
5720,LCK,STAT3,1,0.984
5721,LCK,STAT5A,1,0.968
5722,LCK,TRPV4,1,0.346
5723,LCK,VAV1,1,0.992
5724,LCK,VAV2,1,0.935
5725,LCK,NFKBIA,1,0.961
5726,LCK,CD5,1,0.873
5727,LCK,MED28,1,0.627
5728,LCK,SIT1,1,0.573
5729,LCK,SLAMF1,1,0.617
5730,LCK,TRAT1,1,0.584
5731,LCK,ADAM15,1,0.447
5732,LCK,SH2B3,1,0.523
5733,LCK,CD33,1,0.185
5734,LCK,DAPP1,1,0.963
5735,LCK,DOK2,1,0.958
5736,LCK,LAX1,1,0.429
5737,LCK,LIME1,1,0.561
5738,LCP2,GRB2,1,0.993
5739,LCP2,PLCG1,1,0.978
5740,LCP2,PLCG2,1,0.981
5741,LCP2,VAV1,-1,0.999
5742,LCP2,VAV3,1,0.978
5743,LCP2,WAS,1,0.975
5744,LEF1,CTNNB1,-1,0.997
5745,LEF1,PITX2,1,0.973
5746,LEF1,RUNX2,-1,0.798
5747,LEF1,TLE1,1,0.984
5748,LEF1,MITF,1,0.974
5749,LEF1,CDX1,1,0.957
5750,LEP,CRP,1,0.945
5751,LEP,LEPR,1,0.998
5752,LEP,PRKAA2,1,0.954
5753,LEPR,JAK1,1,0.863
5754,LEPR,JAK2,1,0.981
5755,LEPR,SOCS3,-1,0.975
5756,LEPR,STAT3,1,0.981
5757,LEPR,STAT4,1,0.394
5758,LEPR,TYK2,1,0.839
5759,LFNG,DLL1,1,0.733
5760,LFNG,DLL3,1,0.743
5761,LFNG,JAG1,-1,0.732
5762,LGMN,CD74,1,0.909
5763,LHB,LHCGR,1,0.967
5764,LHCGR,GNAS,1,0.913
5765,LHX3,ISL1,1,0.745
5766,LHX3,ISL2,1,0.744
5767,LIF,IL6ST,1,0.992
5768,LIF,LIFR,1,0.985
5769,LIFR,IL6ST,1,0.949
5770,LIG1,CDK2,1,0.831
5771,LIG1,PCNA,1,0.999
5772,LIMK2,CRK,1,0.201
5773,LIMK2,PRKCD,1,0.155
5774,LIMK2,PTK2B,1,0.163
5775,LIN7C,MPP5,1,0.891
5776,LIPH,LPAR2,1,0.185
5777,LMO1,TAL1,1,0.781
5778,LMO2,TAL1,1,0.947
5779,LMO4,BRCA1,-1,0.577
5780,LNX1,NUMB,-1,0.986
5781,LOX,EFEMP2,1,0.915
5782,LPAR1,GNA12,1,0.923
5783,LPAR1,GNA13,1,0.92
5784,LPAR1,GNAI1,1,0.946
5785,LPAR1,GNAQ,1,0.943
5786,LPAR2,GNA12,1,0.927
5787,LPAR2,GNA13,1,0.844
5788,LPAR2,GNAI1,1,0.966
5789,LPAR2,TRIP6,1,0.969
5790,LPAR3,GNA12,1,0.925
5791,LPAR3,GNA13,1,0.848
5792,LPAR3,GNAI1,1,0.919
5793,LPAR3,GNAQ,1,0.926
5794,LPAR6,GNAQ,1,0.909
5795,LPL,APOC2,1,0.885
5796,LPL,CETP,1,0.884
5797,LRIG1,CBL,1,0.941
5798,LRIG1,EGFR,-1,0.977
5799,LRP2,SHH,1,0.961
5800,LRP2,CUBN,1,0.996
5801,LRP2,TG,-1,0.903
5802,LRP5,AXIN1,1,0.993
5803,LRP6,DVL1,1,0.989
5804,LRP6,GSK3B,-1,0.987
5805,LRP8,RELN,-1,0.992
5806,LRPAP1,LRP1,1,0.6
5807,LRPAP1,VLDLR,-1,0.942
5808,LRRC4,NTNG1,1,0.617
5809,LRRC4,NTNG2,1,0.985
5810,LRRC4C,NTNG1,1,0.994
5811,LRRFIP2,DVL3,1,0.682
5812,LRRK2,AKT1,1,0.737
5813,LRRK2,ARFGAP1,-1,0.637
5814,LRRK2,ARHGEF7,1,0.419
5815,LRRK2,DVL3,1,0.842
5816,LRRK2,MSN,1,0.801
5817,LRRK2,SNAPIN,-1,0.656
5818,LRRK2,SNCA,1,0.946
5819,LRRK2,MAPT,-1,0.719
5820,LRRK2,SH3GL2,-1,0.671
5821,LRRK2,SH3GL1,-1,0.656
5822,LTA,LTBR,1,0.983
5823,LTA,TNFRSF14,1,0.966
5824,LTA,TNFRSF1A,1,0.995
5825,LTA,TNFRSF1B,1,0.964
5826,LTB,LTBR,1,0.995
5827,LTBR,TRAF2,1,0.945
5828,LTF,LRP1,1,0.583
5829,LTK,CBL,1,0.39
5830,LTK,IRS1,1,0.481
5831,LTK,PIK3CG,1,0.222
5832,LTK,PLCG1,1,0.489
5833,LTK,RAF1,1,0.339
5834,LTK,SHC1,1,0.495
5835,LYL1,TCF3,-1,0.971
5836,LYN,ABL1,1,0.905
5837,LYN,BCAR1,1,0.977
5838,LYN,BCR,1,0.981
5839,LYN,BTK,1,0.94
5840,LYN,CBL,1,0.977
5841,LYN,CD19,1,0.984
5842,LYN,CD22,1,0.983
5843,LYN,CD79A,1,0.962
5844,LYN,CD79B,1,0.975
5845,LYN,CDKN1B,-1,0.45
5846,LYN,CSF2RB,1,0.94
5847,LYN,DOK1,1,0.952
5848,LYN,EGFR,1,0.95
5849,LYN,EPOR,1,0.974
5850,LYN,FCER1G,1,0.97
5851,LYN,FCGR2A,1,0.965
5852,LYN,GAB1,1,0.273
5853,LYN,GAB2,1,0.984
5854,LYN,HNRNPK,1,0.458
5855,LYN,KIT,1,0.948
5856,LYN,LAT2,1,0.944
5857,LYN,MAPK3,1,0.967
5858,LYN,MS4A2,1,0.955
5859,LYN,PIK3CG,1,0.987
5860,LYN,PIK3R3,1,0.934
5861,LYN,PLCG1,1,0.959
5862,LYN,PPP1R15A,1,0.418
5863,LYN,PRKCD,1,0.948
5864,LYN,PRKCQ,1,0.943
5865,LYN,PTK2,1,0.893
5866,LYN,PTK2B,1,0.95
5867,LYN,PTPN6,1,0.983
5868,LYN,RGS16,1,0.387
5869,LYN,SHC1,1,0.985
5870,LYN,SLC4A1,1,0.468
5871,LYN,SNCA,1,0.934
5872,LYN,STAT5A,1,0.973
5873,LYN,SYK,1,0.969
5874,LYN,TRPV4,1,0.624
5875,LYN,TUBA1A,1,0.173
5876,LYN,VAV1,1,0.983
5877,LYN,HCLS1,1,0.981
5878,LYN,NEDD9,1,0.513
5879,LYN,ITPR1,1,0.663
5880,LYN,FCGR2B,1,0.611
5881,LYN,SPHK1,1,0.971
5882,LYN,SLAMF1,1,0.277
5883,LYN,DAPP1,1,0.973
5884,LYN,LIME1,1,0.583
5885,LYN,BANK1,1,0.496
5886,LYN,MS4A1,1,0.519
5887,MAB21L1,FOXE3,1,0.282
5888,MAD1L1,MAD2L1,1,0.999
5889,MAD2L1,ANAPC2,-1,0.987
5890,MAD2L1,ANAPC4,-1,0.999
5891,MAD2L1,ANAPC7,-1,0.986
5892,MAD2L1,CDC16,-1,0.999
5893,MAD2L1,CDC20,-1,0.999
5894,MAD2L1,CDC27,-1,0.992
5895,MAD2L2,CDC27,-1,0.887
5896,MAD2L2,FZR1,-1,0.876
5897,MAD2L2,TCF7L2,-1,0.36
5898,MADCAM1,ITGA4,1,0.967
5899,MADCAM1,ITGB7,1,0.957
5900,MAF,CRYAA,1,0.343
5901,MAF,CRYAB,1,0.288
5902,MAF,ETS1,-1,0.542
5903,MAF,IL10,1,0.776
5904,MAF,MYB,-1,0.975
5905,MAF,NFE2L2,1,0.849
5906,MAF1,TBP,-1,0.433
5907,MAFG,JUN,-1,0.347
5908,MAGEL2,TRIM27,1,0.428
5909,MAGI2,PTEN,1,0.954
5910,MAGI3,PTEN,1,0.93
5911,MAML1,CCNC,1,0.916
5912,MAML1,CDK8,1,0.947
5913,MAML1,CTNNB1,1,0.193
5914,MAML1,EP300,1,0.954
5915,MAML1,MEF2C,1,0.282
5916,MAML1,NOTCH2,1,0.982
5917,MAML1,NOTCH3,1,0.979
5918,MAML1,NOTCH4,1,0.983
5919,MAML1,RBPJ,1,0.991
5920,MAML1,TP53,1,0.54
5921,MAML3,NOTCH1,1,0.961
5922,MAML3,NOTCH2,1,0.943
5923,MAML3,NOTCH3,1,0.941
5924,MAML3,NOTCH4,1,0.979
5925,MAML3,RBPJ,1,0.979
5926,MAP1LC3A,ATG3,1,0.997
5927,MAP1LC3A,SQSTM1,1,0.978
5928,MAP1LC3B,ATG3,1,0.997
5929,MAP1LC3B,NBR1,-1,0.721
5930,MAP1LC3B,SQSTM1,1,0.984
5931,MAP1LC3C,NBR1,-1,0.693
5932,MAP2K1,ARRB2,1,0.948
5933,MAP2K1,ELK1,1,0.454
5934,MAP2K1,GLI1,1,0.264
5935,MAP2K1,GSK3B,1,0.333
5936,MAP2K1,IRS1,-1,0.694
5937,MAP2K1,MAPK1,1,0.989
5938,MAP2K1,MAPK14,1,0.988
5939,MAP2K1,MAPK3,1,0.989
5940,MAP2K1,MAPK6,1,0.767
5941,MAP2K1,PIK3CA,1,0.987
5942,MAP2K1,PPARG,-1,0.591
5943,MAP2K1,PRKCD,1,0.944
5944,MAP2K1,RPS6KA2,1,0.537
5945,MAP2K1,RPS6KA4,1,0.529
5946,MAP2K2,HSF1,1,0.209
5947,MAP2K2,MAPK1,1,0.988
5948,MAP2K2,MAPK3,1,0.989
5949,MAP2K2,MAPK6,1,0.781
5950,MAP2K2,PPARG,1,0.171
5951,MAP2K2,RPS6KA2,1,0.312
5952,MAP2K3,DYRK1B,1,0.44
5953,MAP2K3,MAPK1,1,0.417
5954,MAP2K3,MAPK11,1,0.945
5955,MAP2K3,MAPK12,1,0.958
5956,MAP2K3,MAPK13,1,0.94
5957,MAP2K3,MAPK14,1,0.962
5958,MAP2K4,MAPK1,1,0.586
5959,MAP2K4,MAPK10,1,0.971
5960,MAP2K4,MAPK11,1,0.934
5961,MAP2K4,MAPK12,1,0.954
5962,MAP2K4,MAPK14,1,0.957
5963,MAP2K4,MAPK8,1,0.972
5964,MAP2K4,MAPK9,1,0.971
5965,MAP2K5,MAPK7,1,0.985
5966,MAP2K6,MAPK10,1,0.943
5967,MAP2K6,MAPK11,1,0.944
5968,MAP2K6,MAPK12,1,0.96
5969,MAP2K6,MAPK13,1,0.961
5970,MAP2K6,MAPK14,1,0.962
5971,MAP2K6,MAPK8,1,0.948
5972,MAP2K6,MAPK9,1,0.946
5973,MAP2K6,PAK6,1,0.165
5974,MAP2K7,FADD,-1,0.934
5975,MAP2K7,IRS1,-1,0.578
5976,MAP2K7,MAP2K4,1,0.939
5977,MAP2K7,MAP3K7,1,0.977
5978,MAP2K7,MAPK10,1,0.933
5979,MAP2K7,MAPK8,1,0.976
5980,MAP2K7,MAPK9,1,0.962
5981,MAP3K1,CHUK,1,0.95
5982,MAP3K1,EPHA4,1,0.198
5983,MAP3K1,FADD,-1,0.934
5984,MAP3K1,IKBKB,1,0.955
5985,MAP3K1,MAP2K1,1,0.976
5986,MAP3K1,MAP2K4,1,0.96
5987,MAP3K1,MAP2K6,1,0.931
5988,MAP3K1,MAP2K7,1,0.953
5989,MAP3K1,MAPK1,1,0.706
5990,MAP3K1,MAPK3,1,0.796
5991,MAP3K1,MAPK8,1,0.955
5992,MAP3K1,SMAD2,1,0.931
5993,MAP3K1,STAT3,1,0.592
5994,MAP3K1,CRTC1,1,0.631
5995,MAP3K10,DYRK2,1,0.179
5996,MAP3K10,MAP2K4,1,0.535
5997,MAP3K10,MAP2K7,1,0.353
5998,MAP3K11,CAMKK1,1,0.151
5999,MAP3K11,CHUK,-1,0.372
6000,MAP3K11,MAP2K3,1,0.283
6001,MAP3K11,MAP2K4,1,0.527
6002,MAP3K11,MAP2K6,1,0.278
6003,MAP3K11,MAP2K7,1,0.951
6004,MAP3K11,PIN1,1,0.176
6005,MAP3K12,MAP2K4,1,0.946
6006,MAP3K12,MAP2K7,1,0.939
6007,MAP3K13,MAP2K7,1,0.944
6008,MAP3K2,MAP2K1,1,0.635
6009,MAP3K2,MAP2K4,1,0.954
6010,MAP3K2,MAP2K5,1,0.995
6011,MAP3K2,MAP2K7,1,0.949
6012,MAP3K2,MAPK1,1,0.529
6013,MAP3K2,NFKBIA,1,0.473
6014,MAP3K2,PKN2,1,0.646
6015,MAP3K20,MAP2K3,1,0.19
6016,MAP3K20,MAP2K4,1,0.452
6017,MAP3K20,MAP2K5,1,0.221
6018,MAP3K20,MAP2K6,1,0.944
6019,MAP3K20,MAP2K7,1,0.893
6020,MAP3K3,CHUK,1,0.945
6021,MAP3K3,IKBKB,1,0.947
6022,MAP3K3,MAP2K3,1,0.949
6023,MAP3K3,MAP2K4,1,0.947
6024,MAP3K3,MAP2K5,1,0.982
6025,MAP3K3,MAP4K3,1,0.911
6026,MAP3K3,RCAN1,1,0.365
6027,MAP3K3,NFKBIA,1,0.57
6028,MAP3K4,CDC42,-1,0.76
6029,MAP3K4,MAP2K3,1,0.929
6030,MAP3K4,MAP2K4,1,0.948
6031,MAP3K4,MAP2K6,1,0.973
6032,MAP3K4,MAP4K3,1,0.169
6033,MAP3K4,MAPK14,1,0.385
6034,MAP3K5,CDKN1A,1,0.772
6035,MAP3K5,DAXX,1,0.99
6036,MAP3K5,MAP2K3,1,0.953
6037,MAP3K5,MAP2K4,1,0.958
6038,MAP3K5,MAP2K6,1,0.955
6039,MAP3K5,MAP2K7,1,0.951
6040,MAP3K5,MAPK1,1,0.522
6041,MAP3K5,MAPK14,1,0.896
6042,MAP3K5,MAPK8,1,0.861
6043,MAP3K5,MAPK8IP3,1,0.71
6044,MAP3K5,PDCD6,1,0.661
6045,MAP3K5,TNNT2,1,0.42
6046,MAP3K5,ZNF622,1,0.352
6047,MAP3K6,MAP2K4,1,0.274
6048,MAP3K6,MAP3K5,1,0.941
6049,MAP3K7,CHUK,1,0.949
6050,MAP3K7,HIPK2,1,0.952
6051,MAP3K7,IKBKB,1,0.952
6052,MAP3K7,MAP2K3,1,0.931
6053,MAP3K7,MAP2K4,1,0.974
6054,MAP3K7,MAP2K6,1,0.983
6055,MAP3K7,MAP2K7,1,0.977
6056,MAP3K7,MAP3K4,1,0.294
6057,MAP3K7,MAP4K4,1,0.944
6058,MAP3K7,MAPK14,1,0.958
6059,MAP3K7,MAPK8,1,0.644
6060,MAP3K7,NFKB1,1,0.956
6061,MAP3K7,NFKBIB,-1,0.936
6062,MAP3K7,NLK,1,0.972
6063,MAP3K7,PRKAA2,1,0.835
6064,MAP3K7,PRKCD,1,0.171
